Callable Debt Outstanding Detail Report as of 08/08/2025,,,,,,,,,
This report includes all of Fannie Mae fixed and floating-rate callable debt securities,,,,,,,,,
"* For zero coupon securities, the amount reflects current face outstanding to be paid to investors at maturity.",,,,,,,,,
,,,,,,,,,
Callable Debt Outstanding,,,,,,,,,
Issue Date,Maturity Date,CUSIP,First Call Date,Call Type,Coupon Type,Call Frequency,Structure,Coupon,Amount
2025-04-21 00:00:00,2030-04-10 00:00:00,3136GAG86,2025-10-10 00:00:00,Bermudan,Fixed,Quarterly,4.97 NC 0.47,4.8,15000000
2025-04-17 00:00:00,2028-04-17 00:00:00,3136GAFK0,2026-04-17 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.2,15000000
2025-04-16 00:00:00,2028-10-16 00:00:00,3136GAET2,2026-10-16 00:00:00,European,Fixed,One Time,3.50 NC 1.50,4.14,15000000
2025-04-16 00:00:00,2029-07-16 00:00:00,3136GAFT1,2025-07-16 00:00:00,Bermudan,Fixed,Quarterly,4.25 NC 0.25,4.25,35000000
2025-04-16 00:00:00,2029-07-16 00:00:00,3136GAFV6,2026-07-16 00:00:00,Bermudan,Fixed,Annually,4.25 NC 1.25,4.2,15000000
2025-04-16 00:00:00,2028-10-16 00:00:00,3136GAFW4,2025-10-16 00:00:00,Bermudan,Fixed,Quarterly,3.50 NC 0.50,4.48,20000000
2025-04-16 00:00:00,2028-04-13 00:00:00,3136GAG45,2025-10-16 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.50,4.5,15000000
2025-04-16 00:00:00,2029-07-16 00:00:00,3136GAG60,2027-07-16 00:00:00,European,Fixed,One Time,4.25 NC 2.25,4.16,10000000
2025-04-15 00:00:00,2032-10-15 00:00:00,3136GAF87,2026-01-15 00:00:00,Bermudan,Fixed,Quarterly,7.50 NC 0.75,5.02,25000000
2025-04-15 00:00:00,2033-10-14 00:00:00,3136GAF95,2026-04-14 00:00:00,Bermudan,Fixed,SemiAnnually,8.50 NC 1.00,5,18000000
2025-04-15 00:00:00,2029-10-15 00:00:00,3136GAFL8,2025-10-15 00:00:00,Bermudan,Fixed,Quarterly,4.50 NC 0.50,4.71,155000000
2025-04-15 00:00:00,2029-10-15 00:00:00,3136GAFN4,2026-10-15 00:00:00,Bermudan,Fixed,Quarterly,4.50 NC 1.50,4.25,15000000
2025-04-15 00:00:00,2029-06-15 00:00:00,3136GAFP9,2026-06-15 00:00:00,Bermudan,Fixed,Annually,4.17 NC 1.17,4.27,20000000
2025-04-15 00:00:00,2030-04-15 00:00:00,3136GAFQ7,2025-07-15 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.25,4.875,50000000
2025-04-15 00:00:00,2027-04-15 00:00:00,3136GAG52,2026-04-15 00:00:00,Bermudan,Fixed,Quarterly,2.00 NC 1.00,4.1,15000000
2025-04-14 00:00:00,2027-09-14 00:00:00,3136GAFM6,2026-07-14 00:00:00,Bermudan,Fixed,Annually,2.42 NC 1.25,3.9,15000000
2025-04-14 00:00:00,2028-04-13 00:00:00,3136GAG29,2027-04-14 00:00:00,European,Fixed,One Time,3.00 NC 2.00,3.9,20000000
2025-04-11 00:00:00,2028-03-27 00:00:00,3136GAEU9,2025-06-27 00:00:00,Bermudan,Fixed,Monthly,2.96 NC 0.21,4.7,50000000
2025-04-11 00:00:00,2029-01-11 00:00:00,3136GAFX2,2027-01-11 00:00:00,Bermudan,Fixed,Annually,3.75 NC 1.75,4.21,10000000
2025-04-10 00:00:00,2030-04-10 00:00:00,3136GAEN5,2026-04-10 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4,30000000
2025-04-10 00:00:00,2030-04-10 00:00:00,3136GAF38,2026-04-10 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.34,50000000
2025-04-10 00:00:00,2028-04-10 00:00:00,3136GAF46,2026-04-10 00:00:00,Bermudan,Fixed,Annually,3.00 NC 1.00,4.25,15000000
2025-04-10 00:00:00,2028-07-10 00:00:00,3136GAF53,2026-07-10 00:00:00,Bermudan,Fixed,Annually,3.25 NC 1.25,4.2,35000000
2025-04-10 00:00:00,2028-04-10 00:00:00,3136GAFC8,2025-10-10 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.50,4.45,50000000
2025-04-10 00:00:00,2030-04-10 00:00:00,3136GAFE4,2026-04-10 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4,10000000
2025-04-09 00:00:00,2029-10-09 00:00:00,3136GAES4,2026-10-09 00:00:00,European,Fixed,One Time,4.50 NC 1.50,4.27,15000000
2025-04-09 00:00:00,2030-04-09 00:00:00,3136GAF61,2025-07-09 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.25,5,20000000
2025-04-09 00:00:00,2030-04-09 00:00:00,3136GAFB0,2025-07-09 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.25,4.5,80000000
2025-04-09 00:00:00,2030-04-02 00:00:00,3136GAFD6,2026-01-02 00:00:00,Bermudan,Fixed,Annually,4.98 NC 0.73,4.52,150000000
2025-04-09 00:00:00,2029-07-09 00:00:00,3136GAFF1,2026-07-09 00:00:00,Bermudan,Fixed,Annually,4.25 NC 1.25,4.1,30000000
2025-04-09 00:00:00,2030-04-09 00:00:00,3136GAFG9,2025-07-09 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.25,4.25,25000000
2025-04-08 00:00:00,2030-04-08 00:00:00,3136GAEF2,2026-01-08 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,4.8,15000000
2025-04-08 00:00:00,2030-04-08 00:00:00,3136GAEY1,2025-10-08 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,4.5,25000000
2025-04-08 00:00:00,2030-04-08 00:00:00,3136GAF20,2027-04-08 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.25,15000000
2025-04-07 00:00:00,2028-07-07 00:00:00,3136GAEQ8,2026-07-07 00:00:00,Bermudan,Fixed,Annually,3.25 NC 1.25,4.22,115000000
2025-04-07 00:00:00,2028-07-07 00:00:00,3136GAER6,2026-07-07 00:00:00,Bermudan,Fixed,Annually,3.25 NC 1.25,4.25,30000000
2025-04-07 00:00:00,2032-04-07 00:00:00,3136GAEX3,2027-04-07 00:00:00,European,Fixed,One Time,7.00 NC 2.00,4.4,20000000
2025-04-03 00:00:00,2030-04-01 00:00:00,3136GAEM7,2026-04-01 00:00:00,European,Fixed,One Time,4.99 NC 0.99,4.5,50000000
2025-04-03 00:00:00,2030-04-03 00:00:00,3136GAEV7,2025-07-03 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.25,4.5,60000000
2025-04-02 00:00:00,2029-07-02 00:00:00,3136GAEE5,2026-01-02 00:00:00,Bermudan,Fixed,Quarterly,4.25 NC 0.75,4.6,17685000
2025-04-02 00:00:00,2029-10-02 00:00:00,3136GAEH8,2026-04-02 00:00:00,Bermudan,Fixed,Quarterly,4.50 NC 1.00,4.64,50000000
2025-04-02 00:00:00,2029-07-02 00:00:00,3136GAEP0,2026-07-02 00:00:00,European,Fixed,One Time,4.25 NC 1.25,4.35,25000000
2025-04-01 00:00:00,2030-04-01 00:00:00,3136GAEG0,2026-04-01 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.5,15000000
2025-04-01 00:00:00,2030-03-20 00:00:00,3136GAEJ4,2027-01-20 00:00:00,European,Fixed,One Time,4.97 NC 1.80,4.4,15000000
2025-04-01 00:00:00,2030-03-25 00:00:00,3136GAEL9,2026-09-25 00:00:00,European,Fixed,One Time,4.98 NC 1.48,4.46,15000000
2025-03-31 00:00:00,2030-03-26 00:00:00,3136GAEK1,2027-03-26 00:00:00,European,Fixed,One Time,4.99 NC 1.98,4.375,10000000
2025-03-28 00:00:00,2030-03-15 00:00:00,3136GADR7,2025-09-15 00:00:00,Bermudan,Fixed,Monthly,4.96 NC 0.47,5,15000000
2025-03-28 00:00:00,2028-03-20 00:00:00,3136GADS5,2025-06-20 00:00:00,Bermudan,Fixed,Monthly,2.98 NC 0.23,4.81,50000000
2025-03-28 00:00:00,2028-03-22 00:00:00,3136GAE70,2025-09-22 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.49,4.6,15000000
2025-03-28 00:00:00,2028-09-22 00:00:00,3136GAE88,2025-09-22 00:00:00,Bermudan,Fixed,Quarterly,3.49 NC 0.49,4.69,15000000
2025-03-28 00:00:00,2028-03-24 00:00:00,3136GAE96,2025-04-28 00:00:00,Bermudan,Fixed,Monthly,2.99 NC 0.08,4.72,25000000
2025-03-28 00:00:00,2032-03-25 00:00:00,3136GAEA3,2027-03-25 00:00:00,European,Fixed,One Time,6.99 NC 1.99,4.55,25000000
2025-03-28 00:00:00,2028-03-24 00:00:00,3136GAEB1,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.49,4.5,25000000
2025-03-28 00:00:00,2030-03-20 00:00:00,3136GAEC9,2027-01-20 00:00:00,Bermudan,Fixed,Quarterly,4.98 NC 1.82,4.45,15000000
2025-03-28 00:00:00,2030-03-25 00:00:00,3136GAED7,2027-03-25 00:00:00,Bermudan,Fixed,Quarterly,4.99 NC 1.99,4.4,16415000
2025-03-27 00:00:00,2030-03-27 00:00:00,3136GACX5,2025-06-27 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.25,5,100000000
2025-03-27 00:00:00,2028-03-24 00:00:00,3136GADE6,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.50,4.62,15000000
2025-03-27 00:00:00,2028-03-27 00:00:00,3136GADF3,2026-03-27 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.43,45000000
2025-03-27 00:00:00,2028-03-24 00:00:00,3136GADG1,2027-03-24 00:00:00,European,Fixed,One Time,2.99 NC 1.99,4.11,15000000
2025-03-27 00:00:00,2028-03-24 00:00:00,3136GADZ9,2025-12-24 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.74,4.5,55000000
2025-03-27 00:00:00,2028-03-27 00:00:00,3136GAE47,2026-03-27 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.41,50000000
2025-03-27 00:00:00,2030-03-26 00:00:00,3136GAE54,2025-12-26 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,4.81,25000000
2025-03-27 00:00:00,2030-03-25 00:00:00,3136GAE62,2027-03-25 00:00:00,European,Fixed,One Time,4.99 NC 1.99,4.375,20000000
2025-03-26 00:00:00,2028-06-26 00:00:00,3136GADJ5,2026-06-26 00:00:00,European,Fixed,One Time,3.25 NC 1.25,4.32,15000000
2025-03-26 00:00:00,2028-09-26 00:00:00,3136GAE21,2025-09-26 00:00:00,Bermudan,Fixed,Monthly,3.50 NC 0.50,4.71,15000000
2025-03-25 00:00:00,2030-03-25 00:00:00,3136GADL0,2025-06-25 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.25,5.03,25000000
2025-03-25 00:00:00,2030-03-25 00:00:00,3136GADT3,2025-06-25 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.25,5,25000000
2025-03-25 00:00:00,2028-03-24 00:00:00,3136GADV8,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.55,45000000
2025-03-25 00:00:00,2028-03-24 00:00:00,3136GADW6,2026-03-24 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.25,15000000
2025-03-25 00:00:00,2033-03-25 00:00:00,3136GADX4,2027-03-25 00:00:00,European,Fixed,One Time,8.00 NC 2.00,4.55,13000000
2025-03-25 00:00:00,2031-03-25 00:00:00,3136GADY2,2026-03-25 00:00:00,Bermudan,Fixed,Quarterly,6.00 NC 1.00,4.76,50000000
2025-03-24 00:00:00,2028-03-13 00:00:00,3136GACY3,2026-03-13 00:00:00,European,Fixed,One Time,2.97 NC 0.97,4.33,50000000
2025-03-24 00:00:00,2028-03-24 00:00:00,3136GADH9,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.625,65000000
2025-03-24 00:00:00,2028-03-24 00:00:00,3136GADM8,2027-03-24 00:00:00,European,Fixed,One Time,3.00 NC 2.00,4.14,30000000
2025-03-24 00:00:00,2028-03-24 00:00:00,3136GADN6,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.65,40000000
2025-03-24 00:00:00,2028-03-24 00:00:00,3136GADU0,2025-09-24 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.33,10000000
2025-03-21 00:00:00,2030-03-12 00:00:00,3136GACU1,2027-03-12 00:00:00,European,Fixed,One Time,4.97 NC 1.97,4.3,50000000
2025-03-21 00:00:00,2027-03-19 00:00:00,3136GADK2,2026-03-19 00:00:00,Bermudan,Fixed,Quarterly,1.99 NC 0.99,4.18,40000000
2025-03-21 00:00:00,2028-09-21 00:00:00,3136GADP1,2026-09-21 00:00:00,Bermudan,Fixed,Quarterly,3.50 NC 1.50,4.36,15000000
2025-03-21 00:00:00,2029-03-21 00:00:00,3136GADQ9,2026-09-21 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 1.50,4.44,15000000
2025-03-19 00:00:00,2029-03-19 00:00:00,3136GAD97,2026-03-19 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 1.00,4.15,15000000
2025-03-18 00:00:00,2030-03-18 00:00:00,3136GAD55,2025-12-18 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,4.75,25000000
2025-03-18 00:00:00,2029-06-18 00:00:00,3136GAD71,2025-09-18 00:00:00,Bermudan,Fixed,Quarterly,4.25 NC 0.50,4.25,20000000
2025-03-18 00:00:00,2030-03-18 00:00:00,3136GADA4,2025-12-18 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,4.75,15000000
2025-03-17 00:00:00,2028-03-17 00:00:00,3136GAD63,2025-06-17 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.25,4.6,20000000
2025-03-17 00:00:00,2028-03-17 00:00:00,3136GADB2,2025-09-17 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.55,25000000
2025-03-17 00:00:00,2028-03-17 00:00:00,3136GADC0,2025-12-17 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.75,4.5,75000000
2025-03-17 00:00:00,2029-03-13 00:00:00,3136GADD8,2026-03-13 00:00:00,European,Fixed,One Time,3.99 NC 0.99,4.395,27000000
2025-03-13 00:00:00,2028-03-13 00:00:00,3136GACC1,2025-06-13 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.25,4.7,40000000
2025-03-13 00:00:00,2028-03-10 00:00:00,3136GAD89,2027-03-10 00:00:00,European,Fixed,One Time,2.99 NC 1.99,4,20000000
2025-03-12 00:00:00,2030-03-12 00:00:00,3136GABW8,2025-12-12 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,5,15000000
2025-03-12 00:00:00,2030-03-12 00:00:00,3136GACD9,2026-03-12 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4.125,30000000
2025-03-12 00:00:00,2030-03-12 00:00:00,3136GACL1,2027-03-12 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 2.00,4.4,15000000
2025-03-12 00:00:00,2030-03-04 00:00:00,3136GAD22,2027-03-04 00:00:00,European,Fixed,One Time,4.98 NC 1.98,4.3,70000000
2025-03-12 00:00:00,2030-03-12 00:00:00,3136GAD48,2027-03-12 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.335,25000000
2025-03-11 00:00:00,2030-03-06 00:00:00,3136GAD30,2026-03-06 00:00:00,European,Fixed,One Time,4.99 NC 0.99,4.46,25000000
2025-03-10 00:00:00,2028-03-10 00:00:00,3136GABZ1,2025-06-10 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.25,4.82,15000000
2025-03-10 00:00:00,2028-03-10 00:00:00,3136GACE7,2025-09-10 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.65,15000000
2025-03-10 00:00:00,2028-03-10 00:00:00,3136GACG2,2025-09-10 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.65,25000000
2025-03-10 00:00:00,2028-03-10 00:00:00,3136GACM9,2026-03-10 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.3,30000000
2025-03-10 00:00:00,2028-03-10 00:00:00,3136GACR8,2026-03-10 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.32,15000000
2025-03-10 00:00:00,2028-03-03 00:00:00,3136GACZ0,2025-09-03 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.48,4.25,20000000
2025-03-07 00:00:00,2027-12-07 00:00:00,3136GACS6,2026-12-07 00:00:00,European,Fixed,One Time,2.75 NC 1.75,4,10000000
2025-03-07 00:00:00,2030-03-05 00:00:00,3136GACW7,2027-03-05 00:00:00,European,Fixed,One Time,4.99 NC 1.99,4.3,10000000
2025-03-06 00:00:00,2028-03-06 00:00:00,3136GAC49,2025-06-06 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.25,4.8,20000000
2025-03-06 00:00:00,2030-03-05 00:00:00,3136GACQ0,2027-03-05 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.25,15000000
2025-03-06 00:00:00,2028-03-06 00:00:00,3136GACT4,2026-03-06 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.25,15000000
2025-03-06 00:00:00,2030-03-05 00:00:00,3136GACV9,2027-03-05 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.31,10000000
2025-03-05 00:00:00,2030-03-05 00:00:00,3136GACF4,2026-03-05 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,4.75,15000000
2025-03-05 00:00:00,2029-03-05 00:00:00,3136GACH0,2026-03-05 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 1.00,4.05,20000000
2025-03-05 00:00:00,2030-03-05 00:00:00,3136GACN7,2026-03-05 00:00:00,Bermudan,Fixed,SemiAnnually,5.00 NC 1.00,4.66,10000000
2025-03-05 00:00:00,2030-03-04 00:00:00,3136GACP2,2026-09-04 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.50,4.505,10000000
2025-03-04 00:00:00,2029-06-04 00:00:00,3136GAC64,2026-06-04 00:00:00,European,Fixed,One Time,4.25 NC 1.25,4.625,15000000
2025-03-04 00:00:00,2030-03-04 00:00:00,3136GACK3,2026-09-04 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.50,4.5,15000000
2025-03-03 00:00:00,2028-03-03 00:00:00,3136GAC56,2025-09-03 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.75,20000000
2025-02-28 00:00:00,2030-02-28 00:00:00,3136GABE8,2025-08-28 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.50,5.1,15000000
2025-02-28 00:00:00,2030-02-28 00:00:00,3136GABR9,2025-08-28 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.06,15000000
2025-02-28 00:00:00,2028-02-28 00:00:00,3136GACA5,2025-08-28 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.7,75000000
2025-02-27 00:00:00,2032-02-27 00:00:00,3136GAAX7,2025-08-27 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.33,25000000
2025-02-27 00:00:00,2030-02-27 00:00:00,3136GAB81,2025-08-27 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.19,30000000
2025-02-27 00:00:00,2029-08-27 00:00:00,3136GABX6,2026-08-27 00:00:00,European,Fixed,One Time,4.50 NC 1.49,4.625,15000000
2025-02-26 00:00:00,2030-02-26 00:00:00,3136GAB40,2026-02-26 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,5,15000000
2025-02-26 00:00:00,2032-02-26 00:00:00,3136GAB99,2025-08-26 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.4,25000000
2025-02-26 00:00:00,2029-02-26 00:00:00,3136GABN8,2027-02-26 00:00:00,European,Fixed,One Time,4.00 NC 2.00,4.55,20000000
2025-02-26 00:00:00,2030-02-26 00:00:00,3136GABS7,2027-02-26 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.65,15000000
2025-02-26 00:00:00,2030-02-26 00:00:00,3136GAC80,2026-08-26 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.49,4.75,15000000
2025-02-26 00:00:00,2030-02-26 00:00:00,3136GAC98,2027-02-26 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.625,51000000
2025-02-25 00:00:00,2032-02-25 00:00:00,3136GAAV1,2025-08-25 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.3,25000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GAB65,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.7,25000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GAB73,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.7,20000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GABD0,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.73,25000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GABG3,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.6,15000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GABK4,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.6,15000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GABL2,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.625,25000000
2025-02-25 00:00:00,2030-02-25 00:00:00,3136GABM0,2025-08-25 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.055,25000000
2025-02-25 00:00:00,2027-03-25 00:00:00,3136GABP3,2025-08-25 00:00:00,Bermudan,Fixed,Quarterly,2.08 NC 0.50,4.5,25000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GABT5,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.65,15000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GABV0,2025-08-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4.74,25000000
2025-02-25 00:00:00,2030-02-19 00:00:00,3136GAC23,2027-02-19 00:00:00,European,Fixed,One Time,4.98 NC 1.98,4.68,50000000
2025-02-25 00:00:00,2028-02-25 00:00:00,3136GAC31,2026-02-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.63,65000000
2025-02-25 00:00:00,2030-02-25 00:00:00,3136GACB3,2028-02-25 00:00:00,European,Fixed,One Time,5.00 NC 3.00,4.42,15000000
2025-02-24 00:00:00,2030-02-13 00:00:00,3136GABB4,2026-02-13 00:00:00,Bermudan,Fixed,Quarterly,4.97 NC 0.97,5.02,65000000
2025-02-24 00:00:00,2030-02-12 00:00:00,3136GABF5,2027-02-12 00:00:00,European,Fixed,One Time,4.97 NC 1.97,4.625,30000000
2025-02-24 00:00:00,2028-02-24 00:00:00,3136GABH1,2026-02-24 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.25,50000000
2025-02-24 00:00:00,2028-02-22 00:00:00,3136GAC72,2025-08-22 00:00:00,Bermudan,Fixed,Monthly,2.99 NC 0.49,4.7,20000000
2025-02-21 00:00:00,2030-02-21 00:00:00,3136GAAY5,2025-11-21 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,5,15000000
2025-02-21 00:00:00,2029-11-21 00:00:00,3136GABA6,2025-11-21 00:00:00,Bermudan,Fixed,Quarterly,4.75 NC 0.75,5.06,25000000
2025-02-21 00:00:00,2029-08-21 00:00:00,3136GABJ7,2025-08-21 00:00:00,Bermudan,Fixed,Quarterly,4.50 NC 0.50,4.96,15000000
2025-02-21 00:00:00,2029-02-21 00:00:00,3136GABU2,2025-11-21 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 0.75,4.85,10000000
2025-02-21 00:00:00,2029-09-28 00:00:00,3136GABY4,2026-09-28 00:00:00,European,Fixed,One Time,4.60 NC 1.60,4.67,50000000
2025-02-20 00:00:00,2029-08-20 00:00:00,3136GABC2,2025-08-20 00:00:00,Bermudan,Fixed,SemiAnnually,4.50 NC 0.50,5,15000000
2025-02-18 00:00:00,2028-02-18 00:00:00,3136GAAH2,2026-02-18 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.5,60000000
2025-02-18 00:00:00,2028-02-16 00:00:00,3136GAAZ2,2025-05-16 00:00:00,Bermudan,Fixed,Monthly,2.99 NC 0.24,4.8,15000000
2025-02-18 00:00:00,2028-02-18 00:00:00,3136GAB24,2025-08-18 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.50,4.76,15000000
2025-02-18 00:00:00,2028-02-18 00:00:00,3136GAB32,2026-02-18 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.5,10000000
2025-02-14 00:00:00,2028-02-07 00:00:00,3136GAAR0,2025-11-07 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.73,4.69,150000000
2025-02-14 00:00:00,2030-02-14 00:00:00,3136GAAW9,2025-08-14 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.03,15000000
2025-02-13 00:00:00,2032-02-13 00:00:00,3136GAA66,2026-02-13 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.24,50000000
2025-02-13 00:00:00,2030-02-13 00:00:00,3136GAA90,2025-08-13 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5,30000000
2025-02-13 00:00:00,2030-02-13 00:00:00,3136GAAN9,2025-08-13 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.05,100000000
2025-02-12 00:00:00,2032-02-12 00:00:00,3136GAA82,2025-11-12 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.75,5.27,50000000
2025-02-12 00:00:00,2030-02-12 00:00:00,3136GAAQ2,2026-02-12 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,4.5,20000000
2025-02-12 00:00:00,2028-02-11 00:00:00,3136GAAS8,2025-08-11 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.49,4.7,10000000
2025-02-12 00:00:00,2028-02-11 00:00:00,3136GAAT6,2026-02-11 00:00:00,Bermudan,Fixed,Annually,3.00 NC 1.00,4.5,10000000
2025-02-11 00:00:00,2028-08-11 00:00:00,3136GAAK5,2025-08-11 00:00:00,Bermudan,Fixed,Quarterly,3.50 NC 0.50,4.75,15000000
2025-02-11 00:00:00,2028-02-11 00:00:00,3136GAAP4,2026-02-11 00:00:00,Bermudan,Fixed,Annually,3.00 NC 1.00,4.5,20000000
2025-02-10 00:00:00,2028-02-10 00:00:00,3136GAAJ8,2025-11-10 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.75,4.625,75000000
2025-02-10 00:00:00,2028-02-07 00:00:00,3136GAAU3,2025-08-07 00:00:00,Bermudan,Fixed,Monthly,2.99 NC 0.49,4.73,15000000
2025-02-07 00:00:00,2028-02-07 00:00:00,3136GAAL3,2025-08-07 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.50,4.75,15000000
2025-02-03 00:00:00,2028-01-28 00:00:00,3136GAAE9,2026-01-28 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.98,4.5,36800000
2025-02-03 00:00:00,2028-01-28 00:00:00,3136GAAF6,2025-07-28 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.48,4.5,62000000
